student_id,study_hour,attendance_percentage,class_participation,Assignment_Scores,Test_Scores,total_score,grade,Previous_GPA
552548,18.5,75.5,5.4,41.3,72.0,96.0,A,3.55
553663,14.1,86.3,6.4,36.4,70.6,90.2,A,3.65
556419,23.3,88.1,6.1,45.9,74.0,100.0,A,4.0
556875,15.2,85.6,4.9,38.5,74.3,94.4,A,3.8
559363,9.2,89.0,4.4,27.4,54.5,71.7,B,2.99
561881,10.8,100.0,5.3,30.0,58.7,76.8,B,3.58
561975,15.0,77.7,6.5,40.0,82.1,100.0,A,3.78
562204,0.4,68.6,5.5,11.1,25.8,38.6,F,1.05
563590,15.7,90.1,6.0,36.8,65.7,87.8,A,3.67
565405,17.9,91.1,3.1,40.8,72.5,95.7,A,4.0
565423,7.4,89.0,3.0,26.9,59.7,74.2,B,3.09
565511,18.4,85.5,5.0,39.2,64.0,89.2,A,3.58
566079,15.9,81.8,4.0,39.5,75.4,96.1,A,3.75
566364,6.6,86.7,5.7,27.0,63.8,76.7,B,3.12
567096,6.5,81.4,4.9,25.8,59.4,73.0,B,2.81
567131,8.7,98.7,3.0,28.0,59.2,75.0,B,3.41
567203,11.1,82.0,9.9,32.8,68.5,85.3,A,3.32
567224,23.7,82.8,4.7,46.2,71.8,100.0,A,3.93
568229,17.6,100.0,5.3,38.1,62.9,87.5,A,3.96
568671,6.9,84.6,8.0,28.4,68.1,80.6,B,3.21
568761,8.5,72.6,6.2,25.1,48.4,65.8,C,2.26
569264,11.7,92.5,3.4,29.0,50.9,71.3,B,3.08
569925,14.3,75.2,8.7,34.3,61.4,82.7,B,3.01
570267,20.4,91.7,8.5,43.9,78.6,100.0,A,4.0
570302,18.3,88.2,9.8,41.2,72.5,96.1,A,3.94
571750,10.7,76.6,5.8,31.0,62.9,80.3,B,2.96
572617,19.2,82.5,5.6,43.0,76.6,100.0,A,3.93
573358,14.7,88.2,7.0,37.2,71.1,91.2,A,3.74
573559,4.7,100.0,4.3,16.2,28.5,45.3,D,2.31
573585,14.8,77.6,7.5,36.3,67.3,88.1,A,3.3
575348,18.7,79.2,8.5,41.6,72.5,96.6,A,3.69
575895,20.7,97.5,6.3,43.3,71.1,97.4,A,4.0
576650,3.0,92.4,4.6,20.6,52.7,63.7,C,2.77
576799,20.1,94.3,3.5,43.7,78.9,100.0,A,4.0
577319,19.2,93.2,6.9,43.0,83.2,100.0,A,4.0
577746,10.6,76.9,8.2,30.2,60.2,77.9,B,2.87
577930,4.1,62.2,3.6,23.9,61.7,72.3,B,2.21
578366,14.8,87.3,8.6,36.6,68.5,89.2,A,3.64
578795,13.9,100.0,7.4,33.8,61.0,82.0,B,3.77
579307,12.0,91.8,6.1,37.8,85.8,100.0,A,4.0
580123,4.7,82.9,3.9,24.9,63.1,74.1,B,2.9
580404,15.3,89.2,4.4,34.2,57.0,80.1,B,3.33
580446,24.9,71.3,5.0,47.0,68.9,100.0,A,3.59
581837,20.9,89.9,5.0,44.2,73.8,100.0,A,4.0
582947,10.0,86.0,4.4,31.3,66.8,82.8,B,3.34
583341,15.4,72.3,2.7,33.2,52.5,76.4,B,2.68
584243,15.5,86.0,3.3,36.7,66.3,88.0,A,3.55
584292,26.2,96.5,4.7,48.0,71.1,100.0,A,4.0
585985,20.5,83.8,5.5,43.9,74.8,100.0,A,3.97
586918,13.7,86.3,6.0,35.8,69.7,89.0,A,3.6
587306,11.1,79.9,3.3,32.4,66.9,84.0,B,3.21
587409,27.4,83.1,6.0,48.8,71.1,100.0,A,3.94
587548,10.3,89.4,8.6,25.6,42.8,63.1,C,2.66
590300,15.6,87.5,5.7,40.4,81.1,100.0,A,4.0
590348,9.3,86.4,4.8,30.0,64.8,80.3,B,3.25
590726,4.4,85.5,3.7,16.9,32.2,48.1,D,1.94
590888,15.3,89.6,0.1,40.2,81.9,100.0,A,4.0
592288,16.8,99.7,6.0,41.3,86.6,100.0,A,4.0
593465,13.1,68.7,3.8,35.2,69.9,88.5,A,3.05
593968,21.9,87.6,9.2,44.1,69.5,97.4,A,3.98
597099,21.5,69.5,6.8,44.6,84.2,100.0,A,3.53
597280,15.4,84.9,7.1,40.3,82.2,100.0,A,4.0
597553,22.6,100.0,7.8,45.4,75.0,100.0,A,4.0
597586,12.5,98.4,6.7,34.8,70.9,88.7,A,3.95
597965,12.8,59.7,5.0,36.2,75.4,92.8,A,2.95
598563,18.8,71.3,5.0,38.5,59.6,85.9,A,3.03
599095,30.0,86.9,6.9,50.7,73.9,100.0,A,4.0
599607,18.2,100.0,9.5,36.6,54.6,81.1,B,3.7
599915,28.6,80.3,9.2,49.7,79.8,100.0,A,3.86
600786,10.3,74.3,7.1,30.6,62.7,79.7,B,2.87
602328,5.6,71.8,1.9,19.0,35.9,52.4,D,1.7
602384,10.3,84.1,6.1,26.3,45.6,65.4,C,2.59
602682,13.5,80.4,5.7,33.4,60.8,81.4,B,3.12
602845,7.6,89.9,8.4,25.7,54.3,69.9,C,2.94
602960,11.5,98.2,4.1,29.0,51.7,71.7,B,3.26
604707,11.9,82.8,7.8,32.3,63.5,81.9,B,3.21
604825,15.9,81.5,2.6,38.6,72.0,93.2,A,3.62
605878,20.8,70.7,6.2,44.2,81.9,100.0,A,3.57
606024,12.5,69.2,7.9,30.2,52.2,73.2,B,2.45
606358,29.8,83.0,6.7,50.6,80.7,100.0,A,3.94
606373,7.3,69.8,6.0,24.8,51.9,67.5,C,2.24
607208,8.0,84.8,8.0,24.9,49.4,66.2,C,2.64
607326,3.0,87.8,5.5,16.1,34.8,48.8,D,2.04
607357,11.1,75.9,8.6,27.8,48.6,68.7,C,2.48
607628,3.5,100.0,8.5,19.3,45.7,58.4,C,3.08
608512,15.0,74.1,6.3,34.8,60.4,82.6,B,2.98
610459,9.6,96.0,6.4,28.2,56.2,73.5,B,3.27
612790,16.2,79.4,5.4,37.5,66.4,88.9,A,3.39
615077,22.1,71.5,7.5,45.1,72.8,100.0,A,3.6
615316,14.7,96.6,5.3,38.1,74.7,94.3,A,4.0
615340,23.8,88.6,3.7,46.3,79.3,100.0,A,4.0
616221,3.5,88.9,4.9,25.4,70.0,78.7,B,3.26
616822,22.7,88.7,5.2,43.6,64.2,93.8,A,3.86
617718,6.8,100.0,7.9,23.1,47.3,63.2,C,3.05
620176,9.0,100.0,8.1,27.1,54.2,71.2,B,3.49
620299,8.5,93.4,5.3,23.7,42.8,61.2,C,2.7
622143,20.8,94.5,3.8,41.8,64.7,92.2,A,3.97
622550,20.3,74.3,6.1,43.8,75.1,100.0,A,3.68
623329,8.5,98.2,4.9,18.5,22.0,43.9,D,2.15
623889,21.2,88.4,5.7,44.4,76.3,100.0,A,4.0
625493,13.8,76.8,3.9,33.9,61.5,82.3,B,3.05
625675,7.6,83.7,6.2,15.9,15.1,37.2,F,1.45
625692,8.5,79.8,3.3,28.5,62.0,77.1,B,2.93
625909,16.6,70.7,3.8,37.5,64.6,87.8,A,3.08
626956,11.3,76.5,10.0,28.0,48.3,68.7,C,2.49
627105,22.6,83.9,0.0,45.4,75.8,100.0,A,3.97
627981,6.3,92.7,2.9,20.6,39.2,55.9,C,2.47
628724,18.9,76.0,8.0,41.5,71.3,95.8,A,3.56
628875,8.2,96.0,10.0,27.3,58.4,73.9,B,3.29
629265,7.0,90.9,5.6,24.8,53.2,68.3,C,2.91
630092,29.0,86.8,2.8,50.0,73.1,100.0,A,4.0
630162,25.7,89.4,5.3,47.6,70.8,100.0,A,4.0
630215,16.5,87.0,9.3,36.5,61.1,84.8,B,3.45
631382,19.5,87.9,2.6,40.9,66.5,92.4,A,3.78
631639,7.4,83.6,7.2,24.0,48.1,64.5,C,2.54
631653,9.6,70.6,2.4,27.2,52.2,70.2,B,2.38
632152,21.3,87.1,4.8,44.5,74.0,100.0,A,4.0
632304,22.3,72.3,6.2,45.2,76.7,100.0,A,3.62
633778,23.4,85.4,4.8,46.0,75.4,100.0,A,4.0
633998,3.4,79.4,6.6,14.9,28.5,44.0,D,1.59
635397,20.4,68.3,6.2,40.9,62.6,90.1,A,3.1
638309,15.2,85.6,5.6,37.7,71.2,91.8,A,3.69
640055,19.0,91.9,6.7,42.8,78.6,100.0,A,4.0
640334,13.6,90.1,8.4,32.4,56.3,77.8,B,3.27
640934,13.7,84.9,6.5,30.3,47.8,70.8,B,2.83
641022,20.5,95.9,4.4,44.0,76.0,100.0,A,4.0
641967,21.2,79.9,6.2,44.4,79.3,100.0,A,3.85
641981,13.1,100.0,4.4,33.1,61.4,81.5,B,3.81
642789,6.9,80.4,7.7,21.4,40.4,57.5,C,2.16
642840,7.8,93.7,8.7,22.4,40.4,58.5,C,2.6
644428,14.3,86.0,5.0,32.0,52.4,75.2,B,3.04
644498,0.6,100.0,7.6,16.9,48.0,57.3,C,2.98
644964,7.6,71.7,3.7,30.0,71.7,84.3,B,2.97
646513,23.1,73.9,7.4,45.8,75.9,100.0,A,3.67
647179,7.7,98.1,8.5,27.9,62.9,77.0,B,3.47
647360,31.5,100.0,5.0,51.8,73.6,100.0,A,4.0
648369,16.2,99.5,4.1,33.4,49.9,75.1,B,3.44
648862,1.5,80.3,5.6,16.3,42.2,53.4,D,2.0
649113,22.3,71.2,5.7,45.2,81.6,100.0,A,3.59
651873,17.8,67.9,7.7,39.4,67.6,91.5,A,3.15
652556,15.7,85.0,2.6,38.1,71.0,92.1,A,3.68
653120,18.8,79.7,8.2,37.8,57.0,83.7,B,3.19
653637,14.7,77.8,5.0,39.8,82.7,100.0,A,3.78
653726,35.3,79.1,7.6,54.5,68.4,100.0,A,3.82
654316,15.4,76.7,6.3,34.8,58.9,81.8,B,3.02
654625,20.6,86.2,5.8,44.0,75.3,100.0,A,4.0
655319,23.7,95.2,7.1,46.2,78.7,100.0,A,4.0
655617,20.2,85.2,6.1,43.7,75.0,100.0,A,4.0
655983,16.3,100.0,2.2,39.9,75.2,96.4,A,4.0
656826,27.6,93.8,2.5,49.0,74.2,100.0,A,4.0
657733,11.0,86.2,5.0,31.4,63.1,80.7,B,3.27
658138,21.9,66.0,5.5,44.9,79.4,100.0,A,3.43
658288,29.8,87.2,7.0,50.6,70.1,100.0,A,4.0
658427,13.5,95.9,7.2,35.5,69.2,88.4,A,3.86
659563,22.2,67.9,5.1,45.1,74.7,100.0,A,3.49
659640,19.4,92.1,8.9,34.7,41.9,71.8,B,3.09
659807,3.8,85.9,5.1,20.7,49.9,62.2,C,2.51
660824,10.7,85.7,3.9,28.3,52.3,71.4,B,2.88
661040,17.9,92.1,10.0,37.1,58.0,83.6,B,3.56
661483,9.8,79.3,5.1,27.9,54.4,72.2,B,2.72
662245,25.6,69.2,5.3,47.4,67.0,99.2,A,3.5
662414,6.5,86.9,3.3,24.6,54.8,69.1,C,2.82
663616,9.8,76.9,3.9,27.1,51.1,69.4,C,2.53
663732,0.0,83.2,5.3,11.4,29.0,40.8,D,1.58
663942,11.9,83.4,10.0,29.3,51.1,71.7,B,2.82
666889,21.4,83.9,8.7,42.8,66.3,94.2,A,3.73
671355,23.1,78.3,5.4,43.5,61.7,92.2,A,3.49
671362,11.3,82.4,6.8,28.2,49.3,69.5,C,2.7
671926,12.4,83.7,4.8,33.5,66.2,84.7,B,3.35
672359,12.0,84.4,3.5,28.3,46.8,68.2,C,2.71
672512,11.0,68.6,5.2,29.0,53.9,73.0,B,2.43
673533,18.2,64.9,5.8,42.0,75.7,98.8,A,3.35
674943,19.1,83.5,10.0,43.0,82.5,100.0,A,3.96
675595,0.0,76.4,5.3,11.7,31.5,42.9,D,1.46
677420,21.0,75.3,7.2,39.1,53.0,82.7,B,3.02
677815,16.7,66.9,7.5,36.0,58.5,82.8,B,2.77
678061,14.9,85.0,4.1,40.0,83.8,100.0,A,4.0
678240,20.1,100.0,5.0,40.4,62.0,89.3,A,4.0
678827,0.5,100.0,6.9,19.8,60.1,67.3,C,3.14
678876,14.2,86.6,6.1,39.4,83.1,100.0,A,4.0
679410,14.3,89.4,8.0,33.8,59.6,81.2,B,3.38
681606,20.0,81.1,7.0,43.5,78.5,100.0,A,3.88
683048,7.0,85.3,8.9,24.4,51.4,66.8,C,2.68
684251,35.0,78.1,10.0,54.3,70.0,100.0,A,3.79
684488,14.0,97.4,6.6,37.7,75.9,94.5,A,4.0
684661,16.5,82.0,3.0,31.4,41.0,68.0,C,2.63
686066,22.2,87.1,8.2,45.1,78.2,100.0,A,4.0
686751,19.9,99.8,6.9,42.0,69.1,95.0,A,4.0
687421,9.8,67.5,5.6,29.4,60.2,77.0,B,2.56
688932,15.6,83.2,8.9,38.5,72.9,93.6,A,3.69
689412,3.6,68.7,3.6,24.5,65.8,75.3,B,2.52
690928,21.7,81.5,8.1,44.8,73.8,100.0,A,3.89
691886,22.3,90.9,4.5,45.2,73.6,100.0,A,4.0
691971,17.7,75.4,9.7,40.2,70.9,94.2,A,3.48
693141,13.7,97.9,3.7,37.6,77.0,95.1,A,4.0
694207,16.0,84.4,5.1,40.7,79.9,99.9,A,3.98
695199,16.1,76.5,6.3,40.8,84.2,100.0,A,3.75
695225,13.9,80.9,5.1,31.9,53.5,75.7,B,2.91
695259,16.7,70.8,7.8,37.2,63.1,86.7,A,3.04
695826,18.2,80.5,7.4,42.3,87.2,100.0,A,3.87
696213,18.6,87.8,10.0,42.6,81.4,100.0,A,4.0
696232,21.5,80.2,1.1,44.6,81.4,100.0,A,3.86
696240,13.7,84.2,7.1,36.2,71.3,90.4,A,3.59
696591,18.4,81.4,5.1,41.5,73.4,97.0,A,3.77
696608,15.5,88.5,7.6,32.8,50.3,74.7,B,3.09
697339,16.2,79.2,5.8,37.6,66.7,89.2,A,3.39
698253,6.8,73.9,4.1,24.9,54.7,69.3,C,2.44
698335,22.7,73.6,8.5,45.5,79.4,100.0,A,3.66
698919,10.9,72.0,5.5,23.7,33.0,55.5,C,1.83
701083,11.1,87.0,5.6,29.0,53.4,72.7,B,2.97
703174,19.4,97.9,4.7,39.1,59.5,86.5,A,3.85
705986,5.7,89.6,5.0,20.5,41.2,57.0,C,2.42
708092,6.3,90.9,9.2,29.2,74.1,84.9,B,3.57
711422,10.7,84.7,5.9,29.5,56.7,75.1,B,2.99
711525,15.2,73.7,7.2,36.1,64.6,86.4,A,3.12
712239,22.6,85.0,6.1,44.8,69.1,97.8,A,3.91
713616,23.2,83.9,10.0,45.8,76.0,100.0,A,3.97
714980,10.9,89.3,5.2,30.1,58.2,76.6,B,3.19
715677,13.1,84.3,7.9,33.8,64.5,84.0,B,3.34
716009,1.8,56.5,5.9,16.2,40.3,52.1,D,1.23
716049,25.6,80.7,7.2,47.6,72.9,100.0,A,3.87
716635,11.3,89.1,6.5,33.1,68.8,85.8,A,3.56
717037,15.7,75.8,5.6,36.9,65.8,87.9,A,3.24
718165,14.2,68.8,7.0,33.3,57.8,79.6,B,2.7
719551,19.4,89.1,5.4,43.0,75.4,99.7,A,4.0
719741,20.4,84.0,8.6,43.9,76.4,100.0,A,3.97
719757,14.4,77.3,7.1,34.2,60.8,82.3,B,3.06
720249,15.2,72.7,5.0,35.7,63.2,85.2,A,3.04
720398,16.6,91.0,6.1,38.5,68.4,91.0,A,3.82
720513,10.8,94.2,3.6,30.0,58.4,76.6,B,3.34
721136,11.9,78.1,7.3,33.2,67.1,84.9,B,3.19
721733,8.6,100.0,6.8,26.6,53.9,70.5,B,3.36
722787,14.6,84.0,8.6,33.6,57.1,79.5,B,3.15
723029,14.1,84.2,6.2,35.3,66.2,86.5,A,3.44
723093,12.3,82.4,5.6,32.2,61.2,80.5,B,3.14
723571,6.7,96.3,7.8,23.8,50.6,65.8,C,2.97
724745,19.0,79.5,5.4,41.0,68.6,93.7,A,3.58
726696,22.1,79.9,8.3,43.3,65.3,94.1,A,3.61
727933,17.7,89.7,3.5,41.4,76.0,98.4,A,4.0
728183,17.8,77.6,10.0,41.6,76.3,98.8,A,3.73
728236,12.2,77.9,7.3,32.4,62.1,81.2,B,3.04
728642,20.2,90.8,6.1,43.7,79.4,100.0,A,4.0
730354,24.4,71.2,6.7,46.7,81.6,100.0,A,3.58
731057,19.8,88.8,7.2,41.4,67.3,93.4,A,3.85
731480,12.5,67.2,4.0,36.9,79.0,95.5,A,3.29
732058,4.2,86.5,3.3,23.0,57.4,68.9,C,2.8
732196,11.5,93.8,6.4,33.5,69.8,86.8,A,3.74
732667,8.7,81.2,5.4,28.2,60.1,75.8,B,2.92
732734,16.9,82.3,5.3,37.1,61.9,85.8,A,3.35
733379,4.1,95.0,6.3,24.4,63.6,74.0,B,3.26
733581,12.5,100.0,5.3,33.4,64.9,83.8,B,3.85
733811,9.8,61.9,3.6,26.6,49.0,67.7,C,2.02
734472,8.1,85.2,5.6,24.8,49.0,65.9,C,2.64
735053,17.7,99.0,3.3,41.9,80.4,100.0,A,4.0
735918,12.6,78.7,5.4,31.2,55.8,76.3,B,2.86
736363,6.6,90.9,8.8,21.2,40.8,57.5,C,2.48
737328,6.6,81.8,4.6,26.5,61.6,74.9,B,2.9
737862,18.0,77.8,8.0,40.5,70.9,94.5,A,3.56
737971,23.5,93.2,5.6,46.1,77.6,100.0,A,4.0
738691,18.6,72.5,8.2,38.8,61.7,87.4,A,3.12
738782,22.4,91.3,9.1,42.5,60.9,90.8,A,3.82
738974,6.2,85.2,9.4,18.9,32.7,50.4,D,2.02
739482,16.1,79.2,8.3,40.8,86.7,100.0,A,3.83
740316,7.1,100.0,7.2,28.7,68.3,81.0,B,3.91
740547,25.2,87.6,5.8,47.3,79.8,100.0,A,4.0
740969,25.1,83.2,2.8,47.2,80.5,100.0,A,3.95
742337,24.5,95.4,4.2,46.8,80.7,100.0,A,4.0
742365,20.0,80.4,4.1,43.6,80.9,100.0,A,3.86
743302,12.6,81.0,2.7,36.6,77.7,94.5,A,3.66
743391,14.6,88.2,5.2,37.6,73.2,92.9,A,3.81
743822,12.7,74.8,7.5,34.8,69.9,88.2,A,3.22
743972,8.9,97.2,7.4,33.6,80.8,93.2,A,4.0
745285,25.8,81.9,4.4,47.7,71.7,100.0,A,3.91
747947,20.4,77.8,5.2,39.8,58.3,86.5,A,3.24
748708,24.0,61.5,2.0,46.4,83.3,100.0,A,3.29
748856,22.5,94.6,5.2,45.4,76.3,100.0,A,4.0
749394,5.2,100.0,5.5,24.4,58.8,71.1,B,3.68
749754,2.9,90.0,8.1,15.8,34.0,48.0,D,2.07
750651,26.8,77.5,7.5,48.4,74.0,100.0,A,3.77
750656,14.9,88.0,4.5,31.6,47.8,72.1,B,2.98
751169,25.4,87.8,8.3,47.5,74.8,100.0,A,4.0
751172,5.4,83.7,7.7,19.2,37.5,53.6,D,2.11
751296,6.2,99.5,1.9,24.0,53.3,67.5,C,3.14
751314,20.3,78.2,4.3,43.8,81.6,100.0,A,3.8
751502,14.4,82.2,5.2,37.8,75.1,94.2,A,3.68
751677,18.8,88.3,5.1,39.4,63.4,89.1,A,3.66
751986,7.2,85.6,5.9,28.8,68.5,81.2,B,3.26
751997,17.7,92.7,4.2,42.0,83.1,100.0,A,4.0
752404,17.4,86.6,7.6,41.7,80.0,100.0,A,4.0
755121,11.8,90.2,4.9,29.9,53.8,73.8,B,3.11
756451,18.0,91.6,5.5,40.1,69.2,93.1,A,3.92
756972,17.0,100.0,5.0,37.8,64.1,87.8,A,4.0
757599,9.6,91.9,9.0,20.4,24.8,47.4,D,2.1
758445,0.0,79.1,6.3,18.6,61.7,68.1,C,2.55
759041,10.9,93.3,7.5,27.2,47.0,67.1,C,2.93
761264,20.6,81.3,6.2,44.0,76.7,100.0,A,3.89
762142,17.8,85.5,7.2,39.2,66.6,90.7,A,3.64
762640,11.3,64.5,8.7,34.3,73.6,89.8,A,2.98
762884,11.8,77.5,2.9,32.3,63.7,82.0,B,3.06
763199,18.6,89.0,3.5,33.8,41.9,70.9,B,2.96
763826,12.9,79.2,1.8,30.0,49.5,71.4,B,2.68
765187,7.2,84.9,5.7,26.1,57.7,72.3,B,2.89
765404,7.4,97.7,4.9,27.6,63.0,76.9,B,3.46
765525,16.1,77.0,5.0,34.7,55.6,79.8,B,2.95
766419,12.0,94.5,7.9,34.4,71.1,88.4,A,3.82
766517,19.9,75.9,3.7,43.5,79.6,100.0,A,3.73
767461,20.8,93.1,2.0,44.1,76.6,100.0,A,4.0
768295,14.0,86.5,3.7,36.1,69.6,89.3,A,3.62
769437,26.5,82.5,5.7,48.2,79.7,100.0,A,3.92
771750,12.9,87.1,5.7,31.9,57.5,78.0,B,3.18
772347,7.4,90.3,7.3,30.3,74.0,86.0,A,3.6
772978,18.6,95.1,7.4,42.2,74.9,98.5,A,4.0
773173,15.9,97.5,6.2,39.7,76.5,96.9,A,4.0
773850,9.6,74.6,10.0,34.2,80.5,93.7,A,3.44
774468,8.9,94.2,5.1,26.9,54.1,71.0,B,3.12
774927,26.1,61.8,9.8,47.9,70.9,100.0,A,3.3
774934,25.3,86.8,5.5,47.3,85.1,100.0,A,4.0
775109,6.6,63.3,3.8,21.4,41.2,57.9,C,1.66
775745,10.4,87.8,6.7,27.3,49.4,68.7,C,2.83
777195,6.5,84.6,8.0,21.4,41.8,58.3,C,2.32
777380,18.9,88.9,4.9,42.8,85.4,100.0,A,4.0
777798,10.3,76.7,10.0,33.2,73.1,88.4,A,3.29
777846,17.2,79.3,5.0,41.6,81.8,100.0,A,3.83
778660,12.4,91.1,8.2,29.1,48.0,69.6,C,2.97
778959,14.9,88.5,7.1,33.6,56.0,78.9,B,3.26
779455,15.1,90.7,2.8,36.3,66.0,87.4,A,3.67
779636,4.0,79.3,4.1,19.9,46.2,59.3,C,2.2
780205,12.2,91.6,3.0,30.5,54.5,74.8,B,3.19
780211,6.5,86.9,6.7,24.0,52.0,66.8,C,2.73
780365,7.4,85.9,6.5,25.9,56.2,71.2,B,2.88
780382,10.6,80.8,6.6,26.6,45.4,65.6,C,2.5
780882,21.2,77.4,6.0,43.4,69.3,96.5,A,3.63
781124,17.1,69.4,7.5,41.4,78.0,99.5,A,3.51
782232,19.3,83.4,5.1,43.1,81.4,100.0,A,3.95
782474,31.1,79.1,3.7,51.5,75.0,100.0,A,3.82
782889,13.2,74.3,7.1,34.1,65.1,84.7,B,3.07
784150,19.6,94.5,4.2,43.3,80.3,100.0,A,4.0
784383,15.9,95.6,7.5,38.0,69.7,91.3,A,3.97
784893,12.5,82.9,7.0,32.9,63.3,82.4,B,3.23
785556,9.7,78.4,9.2,31.8,70.0,85.2,A,3.21
787315,15.5,94.9,5.4,39.8,78.6,98.3,A,4.0
787692,7.7,79.8,1.3,27.7,62.1,76.4,B,2.9
788008,29.5,95.5,7.9,50.4,72.7,100.0,A,4.0
788408,8.4,91.4,3.9,22.8,39.8,58.6,C,2.54
789556,21.8,83.4,7.5,44.9,74.6,100.0,A,3.95
792184,17.4,82.3,6.1,36.9,59.1,84.0,B,3.28
792578,23.4,77.0,7.2,46.0,79.5,100.0,A,3.76
793422,6.3,89.0,7.6,17.9,28.3,46.9,D,2.0
793762,18.5,100.0,10.0,36.8,53.8,80.8,B,3.76
794874,29.1,74.3,5.3,50.1,80.0,100.0,A,3.68
795487,17.9,84.9,6.5,37.9,60.9,86.1,A,3.44
795496,15.5,83.7,7.9,34.4,56.6,80.0,B,3.16
796041,22.5,82.0,7.0,42.7,61.3,91.2,A,3.56
797882,9.2,92.1,1.9,30.9,68.8,83.6,B,3.56
799218,7.3,90.9,4.3,26.1,57.2,72.0,B,3.06
799795,10.3,79.3,10.0,31.5,66.3,82.7,B,3.14
801373,3.9,92.9,6.6,23.4,60.5,71.1,B,3.08
802211,20.0,100.0,6.6,42.4,70.4,96.2,A,4.0
802407,29.5,83.1,10.0,50.4,81.4,100.0,A,3.94
802842,19.6,100.0,6.8,43.3,84.1,100.0,A,4.0
803049,29.2,93.1,7.4,50.1,78.0,100.0,A,4.0
803241,19.9,91.3,8.6,41.5,67.3,93.4,A,3.92
803685,22.6,74.7,5.4,44.6,68.4,97.2,A,3.58
803715,16.3,80.3,6.0,36.4,61.4,84.8,B,3.25
803977,11.5,91.9,9.0,37.5,85.7,100.0,A,4.0
804400,20.0,88.7,7.0,43.6,76.8,100.0,A,4.0
804525,7.2,80.0,3.9,26.3,58.6,73.0,B,2.77
804704,14.4,100.0,7.8,39.0,79.6,98.0,A,4.0
804755,8.8,97.2,8.0,29.7,65.4,80.4,B,3.58
804835,5.4,90.5,8.1,26.7,67.3,78.4,B,3.3
805253,23.9,78.1,5.5,46.3,76.1,100.0,A,3.79
806085,5.2,92.4,5.3,20.8,44.6,59.3,C,2.59
807089,9.1,77.7,6.5,26.1,50.0,67.8,C,2.49
809182,6.2,80.4,6.1,24.9,57.0,70.6,B,2.68
809977,13.4,85.4,4.7,36.0,72.2,90.7,A,3.64
810617,17.1,87.2,7.0,38.5,66.6,90.0,A,3.67
811162,14.4,83.1,7.8,39.6,82.3,100.0,A,3.94
811277,16.0,63.9,4.2,38.5,71.0,92.5,A,3.07
811354,11.0,85.2,3.7,37.1,86.2,99.9,A,4.0
811551,21.0,100.0,4.5,41.4,62.3,90.4,A,4.0
812327,31.2,66.4,4.8,51.6,64.6,100.0,A,3.44
812445,10.5,94.5,2.9,26.6,46.0,66.0,C,2.93
813499,11.3,76.5,4.0,28.0,48.6,68.9,C,2.5
813643,17.9,85.1,3.6,42.1,81.0,100.0,A,4.0
813897,28.3,79.1,3.1,49.5,71.1,100.0,A,3.82
815747,10.3,73.1,5.6,31.0,64.4,81.1,B,2.89
816030,8.7,86.2,3.6,28.5,61.3,76.8,B,3.11
817045,23.2,82.0,6.5,43.2,60.6,91.3,A,3.56
817323,8.5,65.6,6.5,31.1,72.3,85.8,A,2.85
817616,10.2,83.6,7.7,31.0,64.9,81.4,B,3.21
818730,7.5,73.2,6.6,20.2,33.1,52.0,D,1.73
819654,0.0,92.6,1.7,7.6,27.0,39.2,F,1.8
820288,24.4,78.2,6.0,46.7,75.9,100.0,A,3.79
820974,13.1,89.7,6.3,35.3,70.0,88.7,A,3.69
821317,15.6,100.0,4.4,40.1,79.2,98.9,A,4.0
822931,14.6,86.3,5.9,39.1,79.2,97.9,A,3.95
823018,23.8,63.3,7.8,46.3,77.3,100.0,A,3.35
824869,26.1,78.7,8.2,47.9,86.2,100.0,A,3.81
825161,16.4,85.2,5.5,41.0,81.7,100.0,A,4.0
826638,23.3,88.6,1.3,45.9,76.2,100.0,A,4.0
826661,17.6,84.3,5.0,39.3,67.8,91.5,A,3.64
828826,23.3,78.7,5.4,45.9,73.1,100.0,A,3.81
829339,16.9,79.1,3.7,37.4,62.8,86.7,A,3.29
829636,24.3,80.7,5.7,46.7,72.1,100.0,A,3.87
829830,22.1,83.4,9.2,45.1,76.2,100.0,A,3.95
830425,5.3,89.8,3.3,17.6,31.5,48.4,D,2.08
831429,0.0,89.2,5.6,13.7,38.3,48.6,D,2.07
831640,15.5,85.2,7.4,32.0,47.0,72.0,B,2.89
832557,19.1,65.6,5.2,40.8,67.3,92.7,A,3.13
833380,12.0,87.5,2.1,32.3,63.0,81.6,B,3.34
834062,23.4,73.8,7.7,46.0,80.7,100.0,A,3.67
834278,12.5,89.2,8.8,28.4,44.9,67.1,C,2.81
834662,20.6,86.9,4.3,44.0,79.1,100.0,A,4.0
835420,16.0,73.2,5.7,40.7,81.0,100.0,A,3.64
836406,16.1,97.8,4.6,34.4,54.4,78.8,B,3.54
837316,16.5,87.9,6.1,40.1,75.6,96.8,A,3.96
837524,2.0,86.2,10.0,14.8,33.7,46.8,D,1.91
840746,18.6,74.9,5.7,41.9,74.0,97.7,A,3.61
841873,16.1,61.7,5.7,32.0,45.0,70.9,B,2.14
841963,15.7,81.5,5.1,34.6,57.0,80.5,B,3.12
842883,0.0,100.0,6.9,19.8,66.0,71.7,B,3.55
844520,28.0,70.7,6.1,49.3,65.0,100.0,A,3.57
